,station,valid,tmpf,dwpf,relh,feel
50747,DFW,2020-06-10 20:53,88.0,44.1,21.72,84.65
50760,DFW,2020-06-10 21:53,89.1,44.1,20.97,85.59
50773,DFW,2020-06-10 22:53,88.0,43.0,20.82,84.58
50786,DFW,2020-06-10 23:53,87.1,45.0,23.12,83.98
50799,DFW,2020-06-11 00:53,84.9,46.0,25.77,82.35
50812,DFW,2020-06-11 01:53,80.1,46.9,31.15,79.33
50825,DFW,2020-06-11 02:53,77.0,48.9,37.19,
50838,DFW,2020-06-11 03:53,78.1,50.0,37.36,
50851,DFW,2020-06-11 04:53,73.0,51.1,46.13,
50864,DFW,2020-06-11 05:53,73.0,52.0,47.69,
50877,DFW,2020-06-11 06:53,73.9,51.1,44.76,
50890,DFW,2020-06-11 07:53,68.0,55.9,65.22,
50903,DFW,2020-06-11 08:53,68.0,60.1,75.84,
50916,DFW,2020-06-11 09:53,66.9,57.0,70.49,
50929,DFW,2020-06-11 10:53,64.0,53.1,67.66,
50942,DFW,2020-06-11 11:53,64.9,54.0,67.76,
50955,DFW,2020-06-11 12:53,71.1,62.1,73.22,
50968,DFW,2020-06-11 13:53,77.0,54.0,44.9,
50981,DFW,2020-06-11 14:53,82.0,55.9,40.83,81.55
50994,DFW,2020-06-11 15:53,84.0,50.0,30.82,82.09
51007,DFW,2020-06-11 16:53,87.1,51.1,29.07,84.67
51020,DFW,2020-06-11 17:53,89.1,48.0,24.31,85.97
51033,DFW,2020-06-11 18:53,89.1,46.9,23.32,85.85
51046,DFW,2020-06-11 19:53,90.0,48.9,24.44,86.9
51059,DFW,2020-06-11 20:53,91.0,50.0,24.68,87.99
51072,DFW,2020-06-11 21:53,91.9,50.0,23.99,88.84
51085,DFW,2020-06-11 22:53,91.0,48.9,23.68,87.82
51098,DFW,2020-06-11 23:53,90.0,46.0,21.91,86.55
51111,DFW,2020-06-12 00:53,87.1,48.0,25.9,84.27
51124,DFW,2020-06-12 01:53,82.9,50.0,31.93,81.32
51137,DFW,2020-06-12 02:53,79.0,53.1,40.67,
51150,DFW,2020-06-12 03:53,79.0,53.1,40.67,
51163,DFW,2020-06-12 04:53,75.0,54.0,47.99,
51176,DFW,2020-06-12 05:53,73.9,55.0,51.64,
51189,DFW,2020-06-12 06:53,73.0,55.9,55.0,
51202,DFW,2020-06-12 07:53,72.0,57.0,59.2,
51215,DFW,2020-06-12 08:53,70.0,57.0,63.37,
51228,DFW,2020-06-12 09:53,70.0,57.0,63.37,
51241,DFW,2020-06-12 10:53,68.0,57.0,67.86,
51254,DFW,2020-06-12 11:53,71.1,57.0,61.04,
51267,DFW,2020-06-12 12:53,75.0,60.1,59.81,
51280,DFW,2020-06-12 13:53,77.0,59.0,53.8,
51293,DFW,2020-06-12 14:53,81.0,57.0,43.9,81.05
51306,DFW,2020-06-12 15:53,84.0,57.0,39.83,83.26
51319,DFW,2020-06-12 16:53,86.0,55.9,35.9,84.66
51332,DFW,2020-06-12 17:53,86.0,57.0,37.35,84.92
51345,DFW,2020-06-12 18:53,87.1,55.0,33.55,85.4
51358,DFW,2020-06-12 19:53,89.1,55.9,32.53,87.44
51371,DFW,2020-06-12 20:53,89.1,55.9,32.53,87.44
51384,DFW,2020-06-12 21:53,91.0,55.9,30.65,89.27
51397,DFW,2020-06-12 22:53,89.1,54.0,30.36,86.98
51410,DFW,2020-06-12 23:53,89.1,55.9,32.53,87.44
51423,DFW,2020-06-13 00:53,84.9,57.9,39.97,84.21
51436,DFW,2020-06-13 01:53,81.0,57.9,45.34,81.2
51449,DFW,2020-06-13 02:53,79.0,57.9,48.41,
51462,DFW,2020-06-13 03:53,79.0,59.0,50.36,
51475,DFW,2020-06-13 04:53,77.0,59.0,53.8,
51488,DFW,2020-06-13 05:53,73.9,59.0,59.66,
51501,DFW,2020-06-13 06:53,75.0,59.0,57.5,
51514,DFW,2020-06-13 07:53,73.0,57.9,59.12,
51527,DFW,2020-06-13 08:53,73.0,59.0,61.5,
51540,DFW,2020-06-13 09:53,73.0,59.0,61.5,
51553,DFW,2020-06-13 10:53,70.0,59.0,68.09,
51566,DFW,2020-06-13 11:53,71.1,60.1,68.21,
51579,DFW,2020-06-13 12:53,75.0,61.0,61.75,
51592,DFW,2020-06-13 13:53,80.1,61.0,52.16,81.1
51605,DFW,2020-06-13 14:53,82.9,61.0,47.62,83.37
51618,DFW,2020-06-13 15:53,86.0,61.0,43.1,86.12
51631,DFW,2020-06-13 16:53,87.1,57.9,37.25,86.14
51644,DFW,2020-06-13 17:53,88.0,59.0,37.66,87.31
51657,DFW,2020-06-13 18:53,90.0,59.0,35.36,89.26
51670,DFW,2020-06-13 19:53,90.0,59.0,35.36,89.26
51683,DFW,2020-06-13 20:53,91.0,57.0,31.89,89.59
51696,DFW,2020-06-13 21:53,91.9,55.9,29.8,90.17
51709,DFW,2020-06-13 22:53,91.0,57.9,32.94,89.88
51722,DFW,2020-06-13 23:53,91.0,57.9,32.94,89.88
51735,DFW,2020-06-14 00:53,88.0,57.0,35.05,86.71
51748,DFW,2020-06-14 01:53,82.9,57.0,41.27,82.41
51761,DFW,2020-06-14 02:53,80.1,57.9,46.7,80.58
51774,DFW,2020-06-14 03:53,80.1,60.1,50.52,80.94
51787,DFW,2020-06-14 04:53,78.1,62.1,57.92,
51800,DFW,2020-06-14 05:53,78.1,62.1,57.92,
51813,DFW,2020-06-14 06:53,75.0,62.1,64.2,
51826,DFW,2020-06-14 07:53,75.9,62.1,62.3,
51839,DFW,2020-06-14 08:53,73.0,62.1,68.66,
51852,DFW,2020-06-14 09:53,73.9,63.0,68.76,
51865,DFW,2020-06-14 10:53,72.0,62.1,71.02,
51878,DFW,2020-06-14 11:53,71.1,63.0,75.58,
51891,DFW,2020-06-14 12:53,77.0,64.9,66.27,
51904,DFW,2020-06-14 13:53,80.1,63.0,55.98,81.5
51917,DFW,2020-06-14 14:53,84.0,62.1,47.78,84.67
51930,DFW,2020-06-14 15:53,86.0,63.0,46.25,86.88
51943,DFW,2020-06-14 16:53,87.1,62.1,43.27,87.58
51956,DFW,2020-06-14 17:53,90.0,63.0,40.75,90.93
51969,DFW,2020-06-14 18:53,90.0,60.1,36.77,89.66
51982,DFW,2020-06-14 19:53,91.9,57.9,32.03,90.8
51995,DFW,2020-06-14 20:53,91.9,53.1,26.9,89.45
52008,DFW,2020-06-14 21:53,91.0,55.0,29.66,89.03
52021,DFW,2020-06-14 22:53,90.0,57.0,32.91,88.61
52034,DFW,2020-06-14 23:53,89.1,57.0,33.85,87.74
52047,DFW,2020-06-15 00:53,87.1,55.9,34.66,85.61
52060,DFW,2020-06-15 01:53,82.0,57.9,43.89,81.92
52073,DFW,2020-06-15 02:53,80.1,59.0,48.58,80.76
52086,DFW,2020-06-15 03:53,82.0,59.0,45.66,82.15
52099,DFW,2020-06-15 04:53,80.1,61.0,52.16,81.1
52112,DFW,2020-06-15 05:53,79.0,61.0,54.08,
52125,DFW,2020-06-15 06:53,75.9,63.0,64.31,
52138,DFW,2020-06-15 07:53,75.9,63.0,64.31,
52151,DFW,2020-06-15 08:53,75.9,64.9,68.73,
52164,DFW,2020-06-15 09:53,75.0,64.9,70.83,
52177,DFW,2020-06-15 10:53,73.9,64.9,73.49,
52190,DFW,2020-06-15 11:53,73.0,66.0,78.7,
52203,DFW,2020-06-15 12:53,78.1,66.9,68.49,
52216,DFW,2020-06-15 13:53,81.0,66.9,62.28,83.4
52229,DFW,2020-06-15 14:53,84.0,66.9,56.51,86.62
52242,DFW,2020-06-15 15:53,86.0,66.9,52.99,88.77
52255,DFW,2020-06-15 16:53,88.0,68.0,51.65,
52268,DFW,2020-06-15 17:53,89.1,68.0,49.88,92.9
52281,DFW,2020-06-15 18:53,91.9,66.0,42.64,94.72
52294,DFW,2020-06-15 19:53,90.0,64.0,42.2,91.44
52307,DFW,2020-06-15 20:53,93.0,63.0,37.1,94.18
52320,DFW,2020-06-15 21:53,93.0,61.0,34.57,93.2
52333,DFW,2020-06-15 22:53,93.0,61.0,34.57,93.2
52346,DFW,2020-06-15 23:53,91.9,61.0,35.77,92.01
52359,DFW,2020-06-16 00:53,89.1,64.0,43.42,90.49
52372,DFW,2020-06-16 01:53,87.1,64.0,46.26,88.42
52385,DFW,2020-06-16 02:53,84.0,64.9,52.71,85.72
52398,DFW,2020-06-16 03:53,82.0,66.0,58.43,84.15
52411,DFW,2020-06-16 04:53,82.0,66.9,60.28,84.48
52424,DFW,2020-06-16 05:53,81.0,68.0,64.69,83.76
52437,DFW,2020-06-16 06:53,79.0,69.1,71.72,
52450,DFW,2020-06-16 07:53,79.0,69.1,71.72,
52463,DFW,2020-06-16 08:53,75.9,69.1,79.47,
52476,DFW,2020-06-16 09:53,75.9,69.1,79.47,
52489,DFW,2020-06-16 10:53,73.9,69.1,84.97,
52502,DFW,2020-06-16 11:53,75.0,69.1,81.9,
52515,DFW,2020-06-16 12:53,78.1,71.1,79.1,
52528,DFW,2020-06-16 13:53,81.0,71.1,71.92,84.95
52541,DFW,2020-06-16 14:53,84.0,69.1,60.95,87.78
52554,DFW,2020-06-16 15:53,87.1,66.9,51.17,89.96
52567,DFW,2020-06-16 16:53,88.0,64.0,44.95,89.34
52580,DFW,2020-06-16 17:53,88.0,64.9,46.39,89.8
52593,DFW,2020-06-16 18:53,90.0,66.0,45.25,92.59
52606,DFW,2020-06-16 19:53,90.0,66.0,45.25,92.59
52619,DFW,2020-06-16 20:53,91.9,64.9,41.03,94.03
52632,DFW,2020-06-16 21:53,91.9,64.9,41.03,94.03
52645,DFW,2020-06-16 22:53,91.9,64.0,39.76,93.51
52658,DFW,2020-06-16 23:53,91.0,63.0,39.49,92.0
52671,DFW,2020-06-17 00:53,89.1,63.0,41.92,89.99
52684,DFW,2020-06-17 01:53,86.0,62.1,44.81,86.52
52695,DFW,2020-06-17 02:53,84.0,61.0,45.96,84.32
52708,DFW,2020-06-17 03:53,82.0,66.9,60.28,84.48
52721,DFW,2020-06-17 04:53,80.1,68.0,66.62,82.7
52734,DFW,2020-06-17 05:53,79.0,68.0,69.07,
52747,DFW,2020-06-17 06:53,78.1,66.9,68.49,
52760,DFW,2020-06-17 07:53,77.0,66.9,71.03,
52773,DFW,2020-06-17 08:53,77.0,66.9,71.03,
52786,DFW,2020-06-17 09:53,75.9,66.9,73.68,
52799,DFW,2020-06-17 10:53,73.0,66.0,78.7,
52812,DFW,2020-06-17 11:53,73.0,66.0,78.7,
52825,DFW,2020-06-17 12:53,77.0,66.0,68.85,
52838,DFW,2020-06-17 13:53,80.1,64.0,57.98,81.71
52851,DFW,2020-06-17 14:53,82.9,62.1,49.51,83.7
52864,DFW,2020-06-17 15:53,86.0,61.0,43.1,86.12
52877,DFW,2020-06-17 16:53,88.0,62.1,42.05,88.47
52890,DFW,2020-06-17 17:53,90.0,57.9,33.99,88.89
52903,DFW,2020-06-17 18:53,91.9,59.0,33.31,91.2
52916,DFW,2020-06-17 19:53,91.9,60.1,34.65,91.63
52929,DFW,2020-06-17 20:53,91.9,59.0,33.31,91.2
52942,DFW,2020-06-17 21:53,93.0,57.0,29.96,91.64
52955,DFW,2020-06-17 22:53,91.9,59.0,33.31,91.2
52968,DFW,2020-06-17 23:53,91.0,59.0,34.27,90.27
52981,DFW,2020-06-18 00:53,89.1,57.9,34.97,88.01
52994,DFW,2020-06-18 01:53,87.1,60.1,40.31,86.83
53007,DFW,2020-06-18 02:53,84.0,61.0,45.96,84.32
53020,DFW,2020-06-18 03:53,82.9,62.1,49.51,83.7
53033,DFW,2020-06-18 04:53,81.0,62.1,52.66,82.06
53046,DFW,2020-06-18 05:53,80.1,63.0,55.98,81.5
53059,DFW,2020-06-18 06:53,79.0,63.0,58.04,
53072,DFW,2020-06-18 07:53,77.0,63.0,62.0,
53085,DFW,2020-06-18 08:53,75.9,63.0,64.31,
53098,DFW,2020-06-18 09:53,75.0,63.0,66.27,
53111,DFW,2020-06-18 10:53,73.9,64.0,71.21,
53124,DFW,2020-06-18 11:53,73.9,66.0,76.36,
53137,DFW,2020-06-18 12:53,75.0,68.0,78.86,
53150,DFW,2020-06-18 13:53,78.1,69.1,73.88,
53163,DFW,2020-06-18 14:53,82.0,68.0,62.62,84.92
53176,DFW,2020-06-18 15:53,84.9,66.9,54.89,87.59
53189,DFW,2020-06-18 16:53,87.1,66.0,49.6,89.44
53202,DFW,2020-06-18 17:53,88.0,66.9,49.73,90.95
53215,DFW,2020-06-18 18:53,89.1,66.0,46.55,91.6
53228,DFW,2020-06-18 19:53,91.9,66.0,42.64,94.72
53241,DFW,2020-06-18 20:53,91.9,66.0,42.64,94.72
53254,DFW,2020-06-18 21:53,91.9,64.9,41.03,94.03
53267,DFW,2020-06-18 22:53,93.0,64.9,39.65,95.27
53280,DFW,2020-06-18 23:53,91.0,63.0,39.49,92.0
53293,DFW,2020-06-19 00:53,89.1,63.0,41.92,89.99
53306,DFW,2020-06-19 01:53,86.0,63.0,46.25,86.88
53319,DFW,2020-06-19 02:53,84.9,63.0,47.91,85.83
53332,DFW,2020-06-19 03:53,82.9,63.0,51.1,83.98
53345,DFW,2020-06-19 04:53,82.9,63.0,51.1,83.98
53358,DFW,2020-06-19 05:53,82.0,62.1,50.97,82.91
53371,DFW,2020-06-19 06:53,81.0,64.0,56.3,82.54
53384,DFW,2020-06-19 07:53,79.0,66.0,64.45,
53397,DFW,2020-06-19 08:53,78.1,68.0,71.14,
53410,DFW,2020-06-19 09:53,77.0,69.1,76.62,
53423,DFW,2020-06-19 10:53,75.9,70.0,81.96,
53436,DFW,2020-06-19 11:53,75.0,71.1,87.68,
53444,DFW,2020-06-19 12:29,75.0,71.1,87.68,
53450,DFW,2020-06-19 12:53,77.0,72.0,84.58,
53460,DFW,2020-06-19 13:39,78.1,72.0,81.55,
53464,DFW,2020-06-19 13:53,79.0,72.0,79.17,
53475,DFW,2020-06-19 14:41,81.0,71.1,71.92,84.95
53478,DFW,2020-06-19 14:53,82.0,72.0,71.78,86.83
53491,DFW,2020-06-19 15:53,84.0,72.0,67.28,89.62
53497,DFW,2020-06-19 16:16,84.9,71.1,63.4,90.16
53505,DFW,2020-06-19 16:53,84.9,69.1,59.21,88.83
53518,DFW,2020-06-19 17:53,89.1,69.1,51.8,93.71
53531,DFW,2020-06-19 18:53,91.9,69.1,47.45,97.0
53544,DFW,2020-06-19 19:53,93.0,69.1,45.85,98.32
53557,DFW,2020-06-19 20:53,93.0,68.0,44.15,97.43
53570,DFW,2020-06-19 21:53,93.0,66.0,41.2,95.98
53583,DFW,2020-06-19 22:53,93.0,66.9,42.51,96.61
53596,DFW,2020-06-19 23:53,91.0,66.9,45.24,94.3
53609,DFW,2020-06-20 00:53,89.1,64.9,44.8,90.97
53616,DFW,2020-06-20 01:22,77.0,64.9,66.27,
53623,DFW,2020-06-20 01:53,68.0,66.0,93.32,
53626,DFW,2020-06-20 02:05,68.0,66.9,96.28,
53629,DFW,2020-06-20 02:17,68.0,66.9,96.28,
53637,DFW,2020-06-20 02:53,68.0,66.0,93.32,
53644,DFW,2020-06-20 03:23,68.0,66.0,93.32,
53651,DFW,2020-06-20 03:53,69.1,66.0,89.86,
53654,DFW,2020-06-20 04:03,68.0,66.0,93.32,
53656,DFW,2020-06-20 04:08,68.0,66.0,93.32,
53661,DFW,2020-06-20 04:28,66.9,66.9,100.0,
53663,DFW,2020-06-20 04:35,66.9,66.9,100.0,
53665,DFW,2020-06-20 04:41,66.9,66.9,100.0,
53668,DFW,2020-06-20 04:53,66.9,66.9,100.0,
53673,DFW,2020-06-20 05:15,68.0,68.0,100.0,
53677,DFW,2020-06-20 05:33,68.0,68.0,100.0,
53682,DFW,2020-06-20 05:53,68.0,68.0,100.0,
53691,DFW,2020-06-20 06:34,69.1,69.1,100.0,
53696,DFW,2020-06-20 06:53,69.1,69.1,100.0,
53700,DFW,2020-06-20 07:09,69.1,68.0,96.29,
53708,DFW,2020-06-20 07:41,68.0,68.0,100.0,
53711,DFW,2020-06-20 07:53,68.0,68.0,100.0,
53724,DFW,2020-06-20 08:53,68.0,66.9,96.28,
53737,DFW,2020-06-20 09:53,68.0,68.0,100.0,
53750,DFW,2020-06-20 10:53,68.0,68.0,100.0,
53763,DFW,2020-06-20 11:53,68.0,66.9,96.28,
53775,DFW,2020-06-20 12:47,69.8,68.0,94.01,
53777,DFW,2020-06-20 12:53,69.1,68.0,96.29,
53786,DFW,2020-06-20 13:32,70.0,66.9,89.9,
53790,DFW,2020-06-20 13:47,69.8,68.0,94.01,
53792,DFW,2020-06-20 13:53,70.0,68.0,93.37,
53802,DFW,2020-06-20 14:38,71.1,66.9,86.59,
53806,DFW,2020-06-20 14:53,71.1,66.9,86.59,
53811,DFW,2020-06-20 15:13,73.0,66.9,81.2,
53820,DFW,2020-06-20 15:53,73.9,66.9,78.77,
53833,DFW,2020-06-20 16:53,79.0,66.9,66.49,
53846,DFW,2020-06-20 17:53,80.1,66.0,62.17,82.17
53859,DFW,2020-06-20 18:53,84.0,66.9,56.51,86.62
53872,DFW,2020-06-20 19:53,86.0,66.9,52.99,88.77
53885,DFW,2020-06-20 20:53,87.1,69.1,55.19,91.38
53898,DFW,2020-06-20 21:53,88.0,70.0,55.32,93.11
53911,DFW,2020-06-20 22:53,88.0,70.0,55.32,93.11
53924,DFW,2020-06-20 23:53,87.1,72.0,60.92,93.65
53937,DFW,2020-06-21 00:53,84.9,71.1,63.4,90.16
53950,DFW,2020-06-21 01:53,82.9,72.0,69.71,88.11
53963,DFW,2020-06-21 02:53,82.0,73.0,74.24,87.39
53976,DFW,2020-06-21 03:53,82.0,73.0,74.24,87.39
53989,DFW,2020-06-21 04:53,81.0,73.0,76.7,85.81
54002,DFW,2020-06-21 05:53,80.1,73.0,78.99,84.3
54015,DFW,2020-06-21 06:53,80.1,73.0,78.99,84.3
54028,DFW,2020-06-21 07:53,79.0,73.9,84.41,
54041,DFW,2020-06-21 08:53,78.1,73.9,86.95,
54054,DFW,2020-06-21 09:53,77.0,73.9,90.17,
54067,DFW,2020-06-21 10:53,77.0,73.9,90.17,
54080,DFW,2020-06-21 11:53,77.0,73.9,90.17,
54084,DFW,2020-06-21 12:07,75.9,73.0,90.74,
54094,DFW,2020-06-21 12:53,75.9,73.0,90.74,
54101,DFW,2020-06-21 13:22,77.0,72.0,84.58,
54104,DFW,2020-06-21 13:33,73.0,66.0,78.7,
54109,DFW,2020-06-21 13:53,72.0,64.9,78.35,
54113,DFW,2020-06-21 14:08,71.1,66.0,83.93,
54123,DFW,2020-06-21 14:53,72.0,66.0,81.41,
54136,DFW,2020-06-21 15:53,69.1,66.9,92.71,
54139,DFW,2020-06-21 16:05,68.0,66.9,96.28,
54147,DFW,2020-06-21 16:42,66.9,66.9,100.0,
54150,DFW,2020-06-21 16:53,66.9,66.9,100.0,
54163,DFW,2020-06-21 17:53,75.0,63.0,66.27,
54167,DFW,2020-06-21 18:09,69.1,66.9,92.71,
54177,DFW,2020-06-21 18:53,75.0,69.1,81.9,
54190,DFW,2020-06-21 19:53,79.0,69.1,71.72,
54203,DFW,2020-06-21 20:53,82.9,69.1,63.16,86.48
54216,DFW,2020-06-21 21:53,84.9,70.0,61.06,89.4
54229,DFW,2020-06-21 22:53,86.0,71.1,61.2,91.53
54242,DFW,2020-06-21 23:53,84.0,72.0,67.28,89.62
54255,DFW,2020-06-22 00:53,84.0,73.0,69.59,90.34
54268,DFW,2020-06-22 01:53,82.0,73.9,76.53,87.93
54281,DFW,2020-06-22 02:53,80.1,73.9,81.42,84.64
54294,DFW,2020-06-22 03:53,80.1,71.1,74.07,83.64
54307,DFW,2020-06-22 04:53,79.0,71.1,76.79,
54320,DFW,2020-06-22 05:53,78.1,72.0,81.55,
54333,DFW,2020-06-22 06:53,77.0,73.0,87.48,
54346,DFW,2020-06-22 07:53,77.0,73.0,87.48,
54352,DFW,2020-06-22 08:19,78.1,73.0,84.36,
54359,DFW,2020-06-22 08:46,69.1,64.9,86.48,
54361,DFW,2020-06-22 08:53,68.0,66.0,93.32,
54364,DFW,2020-06-22 09:01,66.9,66.9,100.0,
54367,DFW,2020-06-22 09:12,66.9,66.9,100.0,
54370,DFW,2020-06-22 09:21,66.9,66.9,100.0,
54377,DFW,2020-06-22 09:53,66.9,66.9,100.0,
54382,DFW,2020-06-22 10:13,66.9,66.9,100.0,
54391,DFW,2020-06-22 10:53,68.0,66.9,96.28,
54401,DFW,2020-06-22 11:38,69.1,66.9,92.71,
54403,DFW,2020-06-22 11:42,69.1,68.0,96.29,
54406,DFW,2020-06-22 11:51,68.0,68.0,100.0,
54410,DFW,2020-06-22 12:06,68.0,68.0,100.0,
54414,DFW,2020-06-22 12:22,68.0,68.0,100.0,
54419,DFW,2020-06-22 12:41,68.0,68.0,100.0,
54422,DFW,2020-06-22 12:53,68.0,66.9,96.28,
54435,DFW,2020-06-22 13:53,70.0,68.0,93.37,
54448,DFW,2020-06-22 14:53,72.0,68.0,87.24,
54461,DFW,2020-06-22 15:53,75.9,68.0,76.53,
54474,DFW,2020-06-22 16:53,82.0,69.1,65.03,85.39
54487,DFW,2020-06-22 17:53,84.9,69.1,59.21,88.83
54500,DFW,2020-06-22 18:53,89.1,70.0,53.42,94.41
54513,DFW,2020-06-22 19:53,89.1,71.1,55.46,95.35
54526,DFW,2020-06-22 20:53,90.0,73.0,57.49,98.3
54539,DFW,2020-06-22 21:53,90.0,73.0,57.49,98.3
54552,DFW,2020-06-22 22:53,90.0,73.9,59.26,99.26
54565,DFW,2020-06-22 23:53,89.1,73.0,59.15,97.14
54578,DFW,2020-06-23 00:53,88.0,73.9,63.12,96.63
54591,DFW,2020-06-23 01:53,84.9,73.9,69.69,92.36
54604,DFW,2020-06-23 02:53,84.0,73.9,71.73,91.04
54617,DFW,2020-06-23 03:53,82.9,75.9,79.47,90.88
54630,DFW,2020-06-23 04:53,81.0,75.9,84.53,87.33
54643,DFW,2020-06-23 05:53,80.1,75.9,87.05,85.75
54656,DFW,2020-06-23 06:53,79.0,75.9,90.25,
54669,DFW,2020-06-23 07:53,79.0,75.9,90.25,
54679,DFW,2020-06-23 08:39,78.1,75.9,92.97,
54683,DFW,2020-06-23 08:53,78.1,75.9,92.97,
54696,DFW,2020-06-23 09:53,77.0,77.0,100.0,
54700,DFW,2020-06-23 10:08,75.9,75.9,100.0,
54710,DFW,2020-06-23 10:53,75.9,75.9,100.0,
54715,DFW,2020-06-23 11:14,75.0,75.0,100.0,
54718,DFW,2020-06-23 11:21,70.0,70.0,100.0,
54720,DFW,2020-06-23 11:29,70.0,69.1,96.97,
54724,DFW,2020-06-23 11:43,68.0,68.0,100.0,
54727,DFW,2020-06-23 11:53,68.0,68.0,100.0,
54729,DFW,2020-06-23 11:57,69.1,69.1,100.0,
54732,DFW,2020-06-23 12:06,69.1,69.1,100.0,
54742,DFW,2020-06-23 12:53,69.1,69.1,100.0,
54744,DFW,2020-06-23 12:59,69.1,69.1,100.0,
54749,DFW,2020-06-23 13:18,69.1,69.1,100.0,
54757,DFW,2020-06-23 13:53,70.0,70.0,100.0,
54770,DFW,2020-06-23 14:53,72.0,71.1,96.99,
54776,DFW,2020-06-23 15:17,73.0,71.1,93.77,
54784,DFW,2020-06-23 15:53,73.0,71.1,93.77,
54792,DFW,2020-06-23 16:27,75.0,71.1,87.68,
54796,DFW,2020-06-23 16:43,73.9,71.1,90.97,
54799,DFW,2020-06-23 16:53,75.0,71.1,87.68,
54806,DFW,2020-06-23 17:22,73.9,70.0,87.63,
54813,DFW,2020-06-23 17:53,73.9,70.0,87.63,
54821,DFW,2020-06-23 18:29,75.9,72.0,87.73,
54827,DFW,2020-06-23 18:53,77.0,71.1,82.03,
54837,DFW,2020-06-23 19:38,77.0,71.1,82.03,
54841,DFW,2020-06-23 19:53,77.0,72.0,84.58,
54854,DFW,2020-06-23 20:53,78.1,71.1,79.1,
54867,DFW,2020-06-23 21:53,77.0,72.0,84.58,
54880,DFW,2020-06-23 22:53,77.0,71.1,82.03,
54893,DFW,2020-06-23 23:53,79.0,72.0,79.17,
54906,DFW,2020-06-24 00:53,78.1,72.0,81.55,
54919,DFW,2020-06-24 01:53,75.9,71.1,85.09,
54932,DFW,2020-06-24 02:53,75.9,70.0,81.96,
54945,DFW,2020-06-24 03:53,75.0,71.1,87.68,
54958,DFW,2020-06-24 04:53,73.9,70.0,87.63,
54971,DFW,2020-06-24 05:53,72.0,70.0,93.43,
54984,DFW,2020-06-24 06:53,72.0,69.1,90.59,
54997,DFW,2020-06-24 07:53,71.1,69.1,93.4,
55010,DFW,2020-06-24 08:53,71.1,69.1,93.4,
55023,DFW,2020-06-24 09:53,69.1,69.1,100.0,
55036,DFW,2020-06-24 10:53,70.0,69.1,96.97,
55049,DFW,2020-06-24 11:53,70.0,70.0,100.0,
55062,DFW,2020-06-24 12:53,73.9,69.1,84.97,
55075,DFW,2020-06-24 13:53,77.0,66.9,71.03,
55088,DFW,2020-06-24 14:53,81.0,68.0,64.69,83.76
55101,DFW,2020-06-24 15:53,82.9,68.0,60.81,85.94
55114,DFW,2020-06-24 16:53,84.9,68.0,57.02,88.18
55127,DFW,2020-06-24 17:53,87.1,68.0,53.15,90.64
55140,DFW,2020-06-24 18:53,87.1,66.9,51.17,89.96
55153,DFW,2020-06-24 19:53,88.0,66.9,49.73,90.95
55166,DFW,2020-06-24 20:53,89.1,66.9,48.03,92.16
55179,DFW,2020-06-24 21:53,90.0,66.9,46.68,93.17
55192,DFW,2020-06-24 22:53,89.1,66.9,48.03,92.16
55205,DFW,2020-06-24 23:53,90.0,66.9,46.68,93.17
55218,DFW,2020-06-25 00:53,87.1,66.9,51.17,89.96
55231,DFW,2020-06-25 01:53,84.0,68.0,58.69,87.18
55244,DFW,2020-06-25 02:53,82.9,69.1,63.16,86.48
55257,DFW,2020-06-25 03:53,82.0,70.0,67.06,85.81
55270,DFW,2020-06-25 04:53,80.1,71.1,74.07,83.64
55283,DFW,2020-06-25 05:53,78.1,72.0,81.55,
55296,DFW,2020-06-25 06:53,78.1,72.0,81.55,
55309,DFW,2020-06-25 07:53,77.0,72.0,84.58,
55322,DFW,2020-06-25 08:53,77.0,72.0,84.58,
55335,DFW,2020-06-25 09:53,73.9,72.0,93.79,
55348,DFW,2020-06-25 10:53,75.0,72.0,90.4,
55361,DFW,2020-06-25 11:53,73.9,72.0,93.79,
55374,DFW,2020-06-25 12:53,75.9,73.9,93.53,
55387,DFW,2020-06-25 13:53,78.1,73.0,84.36,
55397,DFW,2020-06-25 14:37,79.0,73.0,81.89,
55401,DFW,2020-06-25 14:53,80.1,73.0,78.99,84.3
55414,DFW,2020-06-25 15:53,82.0,73.0,74.24,87.39
55424,DFW,2020-06-25 16:38,82.9,72.0,69.71,88.11
55426,DFW,2020-06-25 16:53,82.9,72.0,69.71,88.11
55438,DFW,2020-06-25 17:53,84.9,72.0,65.36,90.82
55451,DFW,2020-06-25 18:53,87.1,72.0,60.92,93.65
55464,DFW,2020-06-25 19:53,88.0,71.1,57.43,94.0
55477,DFW,2020-06-25 20:53,89.1,72.0,57.18,96.17
55490,DFW,2020-06-25 21:53,87.1,72.0,60.92,93.65
55503,DFW,2020-06-25 22:53,87.1,71.1,59.09,92.9
55516,DFW,2020-06-25 23:53,86.0,72.0,63.1,92.25
55529,DFW,2020-06-26 00:53,84.9,71.1,63.4,90.16
55542,DFW,2020-06-26 01:53,82.0,71.1,69.62,86.35
55555,DFW,2020-06-26 02:53,82.0,72.0,71.78,86.83
55568,DFW,2020-06-26 03:53,80.1,73.0,78.99,84.3
55581,DFW,2020-06-26 04:53,79.0,73.9,84.41,
55594,DFW,2020-06-26 05:53,77.0,73.9,90.17,
55603,DFW,2020-06-26 06:33,77.0,73.0,87.48,
